,ID,Timestamp,Age,Primary streaming service,Primary streaming service Indicator,Hours per day,While working,While working Indicator,Instrumentalist,Instrumentalist Indicator,Composer,Composer Indicator,Fav genre,Fav genre Indicator,Exploratory,Exploratory Indicator,Foreign languages,Foreign languages Indicator,BPM,Frequency [Classical],Classical F Indicator,Frequency [Country],Country F Indicator,Frequency [EDM],EDM F Indicator,Frequency [Folk],Folk F Indicator,Frequency [Gospel],Gospel F Indicator,Frequency [Hip hop],Hip hop F Indicator,Frequency [Jazz],Jazz F Indicator,Frequency [K pop],K pop F Indicator,Frequency [Latin],Latin F Indicator,Frequency [Lofi],Lofi F Indicator,Frequency [Metal],Metal F Indicator,Frequency [Pop],Pop F Indicator,Frequency [R&B],R&B F Indicator,Frequency [Rap],Rap F Indicator,Frequency [Rock],Rock F Indicator,Frequency [Video game music],Video game music F Indicator,Anxiety,Depression,Insomnia,OCD,Music effects,Music Effects Number,Permissions,spec_cluster_habits,spec_cluster_mental,spec_cluster_all,prim_habits_cluster,prim_mental_cluster,prim_all_cluster,gmm_cluster_habits,gmm_cluster_mental,gmm_cluster_all,fcm_habits,fcm_mental,fcm_all,kmeans_habits,kmeans_mental,kmeans_all,spec_kmodes_habits,spec_kmodes_genre,spec_kmodes_all,SVD_habits,SVD_mental,SVD_all,PCA_habits,PCA_mental,PCA_all,ICA_habits,ICA_mental,ICA_all,MDS_habits,MDS_mental,MDS_all,t-SNE1,t-SNE2
313,367,8/29/2022 12:32:30,16.0,Spotify,2,24.0,Yes,1.0,No,0.0,No,0.0,Rock,2,Yes,1,Yes,1.0,120.0,Never,0,Never,0,Rarely,1,Never,0,Never,0,Never,0,Never,0,Rarely,1,Rarely,1,Rarely,1,Rarely,1,Rarely,1,Rarely,1,Rarely,1,Sometimes,2,Rarely,1,5.0,1.0,9.0,1.0,Improve,1.0,I understand.,2,1,2,3,3,3,0,2,0,3,0,2,0,0,0,3,1,0,"(5.09395377352503, 0.05045413338007266)","(-0.30054100069119954, -0.5595151806711781)","(1.1080123885277289, 2.3900669935472116)","(5.0939537735250155, 0.05045413338007078)","(-0.3005410006911994, -0.5595151806711798)","(1.1080123885277289, 2.3900669935472116)","(4.440559562602476, 0.4008124812551211)","(0.2081086869745452, -0.6129565710476492)","(-1.6766055849433417, 1.816086933366357)","(-6.142549188678633, -3.1441135559277633)","(-0.45437111725037393, -2.180662640105708)","(-6.232380588131176, -3.84982843058257)",30.929111,-15.591014
314,452,09/01/2022 9:25,20.0,I do not use a streaming service.,6,4.0,Yes,1.0,No,0.0,No,0.0,Rock,2,Yes,1,Yes,1.0,120.0,Rarely,1,Never,0,Sometimes,2,Never,0,Never,0,Rarely,1,Never,0,Very frequently,3,Rarely,1,Rarely,1,Sometimes,2,Very frequently,3,Rarely,1,Rarely,1,Very frequently,3,Rarely,1,5.0,7.0,7.0,0.0,No effect,0.0,I understand.,2,1,0,0,3,0,0,3,3,1,0,0,2,0,3,3,1,3,"(0.5709445363976936, -0.03595668302141327)","(0.34170310977105056, -1.443405222904212)","(0.41774485192799454, 0.388650483481964)","(0.5709445363976943, -0.0359566830214092)","(0.34170310977105045, -1.4434052229042127)","(0.41774485192799454, 0.388650483481964)","(0.5009736306742989, 0.0035624611373582435)","(1.159823283775846, -1.0960968547964443)","(-0.4220858875107412, 0.2267693730702323)","(-0.5575285665392488, -0.28628541182644734)","(-1.0422400934024134, -1.189812288225789)","(-0.9952900318138598, -0.4137420881568929)",12.838759,-8.4791155
315,463,09/01/2022 15:24,40.0,Other streaming service,5,3.0,Yes,1.0,No,0.0,No,0.0,Metal,13,Yes,1,Yes,1.0,120.0,Never,0,Never,0,Never,0,Never,0,Never,0,Never,0,Sometimes,2,Never,0,Sometimes,2,Never,0,Very frequently,3,Rarely,1,Rarely,1,Never,0,Sometimes,2,Never,0,3.0,0.0,8.0,1.0,No effect,0.0,I understand.,1,1,0,1,2,1,2,2,1,1,1,1,1,3,1,3,0,0,"(-0.11400551793096235, -0.49860754641035754)","(-1.035369693793441, -0.3497974926770744)","(-1.2978289337834255, 1.3859707940373212)","(-0.11400551793095956, -0.498607546410369)","(-1.0353696937934405, -0.3497974926770765)","(-1.2978289337834255, 1.3859707940373212)","(-0.0603681796036133, -0.5034599014492517)","(-0.3425279888359862, -0.7513061214032656)","(0.2484033322415997, 1.612973878482144)","(0.0003275924551822129, 1.2054995247332627)","(2.3067725831136436, 0.6558123762024807)","(2.7966658468573753, -0.023215881130565538)",-20.713346,16.604218
316,489,09/01/2022 19:39,18.0,Spotify,2,3.0,Yes,1.0,Yes,1.0,No,0.0,Pop,10,Yes,1,Yes,1.0,120.0,Sometimes,2,Never,0,Sometimes,2,Rarely,1,Never,0,Very frequently,3,Sometimes,2,Very frequently,3,Very frequently,3,Sometimes,2,Rarely,1,Very frequently,3,Very frequently,3,Very frequently,3,Sometimes,2,Sometimes,2,7.0,8.0,6.0,2.0,Improve,1.0,I understand.,2,1,0,0,3,0,0,0,3,1,0,2,2,0,3,3,2,3,"(0.3957718070382477, 0.010648367555053526)","(1.0633688878978793, -0.8392385918416061)","(1.0921442572374205, -0.17125887149952151)","(0.3957718070382491, 0.010648367555059659)","(1.063368887897879, -0.8392385918416062)","(1.0921442572374205, -0.17125887149952151)","(0.34447905782027927, 0.037828833640439194)","(1.1565896422144168, -0.2617277957052879)","(-0.6168611043813278, -0.4681530366708372)","(-0.3499142775613296, -0.20877393692879007)","(-1.342995030878407, -0.159147281885421)","(-1.124638864092595, 0.28750743875452206)",15.235574,-4.93165
317,530,09/02/2022 15:24,56.0,Other streaming service,5,2.0,No,0.0,No,0.0,No,0.0,Jazz,4,Yes,1,Yes,1.0,120.0,Sometimes,2,Never,0,Sometimes,2,Sometimes,2,Rarely,1,Never,0,Very frequently,3,Never,0,Rarely,1,Rarely,1,Rarely,1,Sometimes,2,Rarely,1,Never,0,Sometimes,2,Rarely,1,0.0,0.0,0.0,5.0,No effect,0.0,I understand.,1,0,1,1,0,2,3,2,1,0,1,1,1,3,1,3,3,1,"(-2.3976442074699666, -0.6026499472078827)","(-2.2683314138438937, 1.6588047800597818)","(-2.7726253164865358, 1.0683245841039921)","(-2.3976442074699675, -0.6026499472079065)","(-2.268331413843893, 1.6588047800597805)","(-2.7726253164865358, 1.0683245841039921)","(-2.0447022514410294, -0.7640800763430341)","(-2.378935062892914, 0.4449933333141736)","(1.306363462566963, 1.7546440871409053)","(2.287892335222343, 2.535756778565935)","(3.09762178014869, 0.5026515790292084)","(4.179038392929503, -0.7904880902214104)",-30.02619,20.830332
318,531,09/02/2022 16:14,20.0,YouTube Music,3,1.0,Yes,1.0,No,0.0,No,0.0,Pop,10,No,0,Yes,1.0,120.0,Never,0,Never,0,Sometimes,2,Never,0,Never,0,Rarely,1,Sometimes,2,Very frequently,3,Rarely,1,Rarely,1,Never,0,Very frequently,3,Sometimes,2,Rarely,1,Rarely,1,Never,0,8.0,6.0,9.0,8.0,Improve,1.0,I understand.,2,3,2,0,1,0,0,2,0,1,2,2,2,2,0,3,1,3,"(-0.09360383121770126, -0.03502950782803404)","(2.2172846074986734, 0.9278083592281701)","(2.0569679461973687, -0.4148391451712105)","(-0.09360383121769819, -0.03502950782802859)","(2.217284607498673, 0.9278083592281683)","(2.0569679461973687, -0.4148391451712105)","(-0.07892297082154895, -0.04126262183240552)","(0.6135363957398168, 1.7630306845460684)","(-1.1239857282244314, -0.9641973403401853)","(0.09171818712266808, 0.06297109003047532)","(-1.9156849615458855, 1.9979133785035246)","(-1.7626978786758791, 2.3060347118934392)",29.976875,5.7305484
319,572,09/04/2022 20:38,29.0,Spotify,2,4.0,Yes,1.0,No,0.0,No,0.0,Classical,12,Yes,1,No,0.0,120.0,Very frequently,3,Never,0,Very frequently,3,Never,0,Never,0,Never,0,Sometimes,2,Never,0,Rarely,1,Rarely,1,Never,0,Sometimes,2,Never,0,Never,0,Rarely,1,Rarely,1,5.0,6.0,7.0,7.0,No effect,0.0,I understand.,2,3,2,0,1,0,2,2,0,1,2,2,2,2,0,1,0,0,"(0.3623992670921077, -0.24428864782544507)","(1.167692182709553, 0.7957032210041374)","(1.0875964791018498, 0.39723107289438603)","(0.36239926709210896, -0.2442886478254482)","(1.1676921827095528, 0.7957032210041354)","(1.0875964791018498, 0.39723107289438603)","(0.33535430627361557, -0.21787383958115158)","(0.11689442089909874, 1.1932428559246349)","(-0.8469963608122179, 0.04116564568760465)","(-0.5349470573174191, 0.058512469905606865)","(-0.9478832887328564, 1.6351999126846133)","(-0.8253233310225356, 1.6413370399204512)",23.075891,7.738789
320,594,09/07/2022 21:19,16.0,Other streaming service,5,3.0,Yes,1.0,No,0.0,No,0.0,Pop,10,No,0,Yes,1.0,120.0,Never,0,Never,0,Never,0,Never,0,Never,0,Very frequently,3,Never,0,Very frequently,3,Never,0,Never,0,Never,0,Very frequently,3,Sometimes,2,Never,0,Never,0,Never,0,6.0,0.0,0.0,0.0,Improve,1.0,I understand.,2,0,3,0,0,1,0,3,2,1,1,1,2,3,2,3,0,0,"(0.44211520021726686, 0.05694435973372728)","(-1.7781584479025156, 0.24038268631962845)","(-1.5937551327645263, -1.051206123912624)","(0.4421152002172681, 0.05694435973373503)","(-1.778158447902515, 0.24038268631963003)","(-1.5937551327645263, -1.051206123912624)","(0.3812833521315423, 0.0870369004667747)","(-1.1530873660590033, -0.5650756635170978)","(1.433445608331205, -0.47952095733922206)","(-0.377967066879533, -0.2677231369763737)","(2.108857135592197, 0.011889817330076182)","(1.77139675469422, -0.8746534155310667)",-12.844878,3.3124855
321,604,09/09/2022 11:15,46.0,I do not use a streaming service.,6,1.0,No,0.0,No,0.0,No,0.0,Rock,2,No,0,No,0.0,120.0,Never,0,Sometimes,2,Never,0,Never,0,Never,0,Never,0,Never,0,Never,0,Never,0,Never,0,Never,0,Sometimes,2,Never,0,Never,0,Sometimes,2,Never,0,0.0,0.0,1.0,0.0,No effect,0.0,I understand.,1,2,1,1,2,2,3,3,1,0,1,1,3,3,1,2,0,0,"(-2.387443364113336, -0.3708609279167209)","(-2.8372721576965643, 0.04808043569446784)","(-3.236400264877764, 0.8562875840469042)","(-2.3874433641133366, -0.37086092791673636)","(-2.837272157696564, 0.04808043569446708)","(-3.236400264877764, 0.8562875840469042)","(-2.053979647049997, -0.532981436534611)","(-1.614616492608244, -1.190901392524585)","(1.6850209798843248, 1.6989787382576966)","(2.2913093625900736, 1.76670184110966)","(2.75261062672205, -1.260969317549628)","(3.2745317363099806, -1.8167362143268078)",-28.574158,19.58035
322,618,09/12/2022 12:46,17.0,Spotify,2,3.0,Yes,1.0,Yes,1.0,No,0.0,Rock,2,Yes,1,No,0.0,120.0,Sometimes,2,Sometimes,2,Sometimes,2,Never,0,Never,0,Never,0,Never,0,Rarely,1,Never,0,Rarely,1,Very frequently,3,Very frequently,3,Never,0,Rarely,1,Very frequently,3,Never,0,1.0,5.0,6.0,4.0,No effect,0.0,I understand.,2,0,3,0,2,0,0,2,0,1,1,1,2,3,2,1,0,0,"(0.4189435036277573, 0.03379636364439043)","(-0.4019700672702541, 0.07381572460183981)","(-0.29096791536278604, -0.13146974897275004)","(0.41894350362775856, 0.03379636364439738)","(-0.40197006727025436, 0.07381572460183725)","(-0.29096791536278604, -0.13146974897275004)","(0.36288120497591075, 0.06243286705360698)","(-0.2737441736575987, -0.11094949553671116)","(0.23692660761552933, -0.03352968398262044)","(-0.3628781991864811, -0.2366420890848052)","(0.14790962330454033, -1.9151158011497087)","(0.05611871718625015, -1.300442361921258)",-19.608301,10.2847185
323,653,9/13/2022 8:36:33,19.0,Spotify,2,4.0,No,0.0,No,0.0,No,0.0,Pop,10,No,0,Yes,1.0,120.0,Never,0,Never,0,Sometimes,2,Never,0,Never,0,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,Rarely,1,Never,0,Very frequently,3,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,9.0,6.0,3.0,0.0,No effect,0.0,I understand.,0,1,0,2,0,0,3,3,3,0,3,3,3,1,3,3,2,3,"(-1.0972591885811838, 0.2532077913019953)","(0.3650641108172564, -0.8293920576467175)","(0.468094372652978, -0.3975737044548822)","(-1.0972591885811882, 0.25320779130199994)","(0.36506411081725665, -0.8293920576467158)","(0.468094372652978, -0.3975737044548822)","(-0.9772250723520994, 0.17615254859068225)","(0.7605371229419394, -0.5565436531445277)","(-0.13152522047132995, -0.4903332404410931)","(1.9087059884355373, 0.1924430352964209)","(-0.7637371995003452, -0.6602565607945728)","(-0.6166193777847315, -0.12368686141657022)",6.8088784,-6.9511557
324,661,9/13/2022 23:06:06,17.0,Spotify,2,4.0,Yes,1.0,Yes,1.0,Yes,1.0,Metal,13,No,0,No,0.0,120.0,Never,0,Rarely,1,Very frequently,3,Never,0,Never,0,Never,0,Rarely,1,Never,0,Never,0,Rarely,1,Very frequently,3,Sometimes,2,Never,0,Never,0,Very frequently,3,Sometimes,2,4.0,2.0,0.0,0.0,Improve,1.0,I understand.,2,0,3,0,2,1,0,3,2,1,1,1,2,3,2,1,0,0,"(0.6404596261662222, 0.033487305246597356)","(-1.8190007949604834, -0.05336510033639464)","(-1.5876299282395838, -0.7295895978514454)","(0.6404596261662228, 0.03348730524660383)","(-1.819000794960483, -0.05336510033639385)","(-1.5876299282395838, -0.7295895978514454)","(0.5561800721411932, 0.07737456137686156)","(-0.9786110583461047, -0.8360867573132839)","(1.2977774647881115, -0.19388951833467974)","(-0.5861560876879328, -0.35576012758846626)","(1.7091997673612003, -0.6915924462139101)","(1.4592296256667392, -1.043019382025427)",-26.448605,-4.8939643
325,670,9/15/2022 15:30:41,20.0,Spotify,2,1.0,Yes,1.0,No,0.0,No,0.0,K pop,6,Yes,1,Yes,1.0,120.0,Sometimes,2,Never,0,Rarely,1,Never,0,Sometimes,2,Never,0,Rarely,1,Very frequently,3,Never,0,Sometimes,2,Never,0,Very frequently,3,Sometimes,2,Never,0,Rarely,1,Never,0,8.0,7.0,1.0,1.0,No effect,0.0,I understand.,2,1,0,0,0,0,0,1,3,1,3,3,2,1,3,3,1,3,"(-0.09360383121770126, -0.03502950782803404)","(0.18759947197776553, -0.4633271781272595)","(0.10397593575782213, -0.9102844841647706)","(-0.09360383121769819, -0.03502950782802859)","(0.18759947197776572, -0.46332717812725754)","(0.10397593575782213, -0.9102844841647706)","(-0.07892297082154895, -0.04126262183240552)","(0.4157508123261004, -0.31800093417482794)","(0.3076713275074957, -0.8434365044669295)","(0.09171818712266808, 0.06297109003047532)","(-0.4175371811407683, -0.5036029679395574)","(-0.12696649010116937, -0.07544508566429743)",-2.4151847,7.1974783
326,687,9/23/2022 23:06:29,18.0,I do not use a streaming service.,6,1.0,Yes,1.0,No,0.0,No,0.0,Classical,12,No,0,No,0.0,120.0,Sometimes,2,Sometimes,2,Rarely,1,Rarely,1,Rarely,1,Sometimes,2,Sometimes,2,Rarely,1,Rarely,1,Very frequently,3,Never,0,Rarely,1,Rarely,1,Rarely,1,Rarely,1,Rarely,1,2.0,0.0,0.0,5.0,No effect,0.0,I understand.,2,0,3,0,0,1,0,2,2,1,1,1,2,3,2,2,2,1,"(-0.047260438038682163, 0.01126648435063968)","(-1.8651395079716104, 1.6875733258284638)","(-1.8161665941391913, -1.2904808794752292)","(-0.047260438038679214, 0.011266484350646729)","(-1.8651395079716095, 1.687573325828463)","(-1.8161665941391913, -1.2904808794752292)","(-0.04211867651028597, 0.007945444993930002)","(-2.173395585447731, 0.6449224058166619)","(1.671428363256946, -0.6291664381619664)","(0.09108945000945223, 0.004360846127932962)","(2.5759792895899567, 0.727480447927277)","(2.6016261994599565, -0.5436273307800975)",-13.875952,-4.123375
327,708,10/03/2022 16:43,26.0,Spotify,2,1.0,No,0.0,No,0.0,No,0.0,Country,7,Yes,1,No,0.0,120.0,Sometimes,2,Very frequently,3,Sometimes,2,Rarely,1,Never,0,Rarely,1,Never,0,Never,0,Never,0,Never,0,Rarely,1,Sometimes,2,Never,0,Never,0,Sometimes,2,Rarely,1,4.0,1.0,1.0,6.0,Improve,1.0,I understand.,0,0,3,2,0,0,3,2,2,0,1,1,3,3,2,1,0,0,"(-1.9240094323231454, 0.09209899387001644)","(-0.9864302645342748, 1.7788011840435998)","(-1.104296816211093, -0.8592564403493044)","(-1.924009432323147, 0.0920989938700169)","(-0.9864302645342744, 1.7788011840435993)","(-1.104296816211093, -0.8592564403493044)","(-1.6859367039373678, -0.040900768271255834)","(-1.7446047625368717, 1.1052431990400253)","(1.0468638731583526, -0.4492161605391465)","(2.0451784113825253, 0.6837941023239869)","(1.7475079124114998, 1.2404445185721897)","(1.9312366584739193, 0.5873741044153242)",-11.046293,-4.0966716
328,711,10/04/2022 4:50,16.0,Spotify,2,8.0,Yes,1.0,Yes,1.0,Yes,1.0,Rock,2,Yes,1,No,0.0,120.0,Very frequently,3,Never,0,Rarely,1,Sometimes,2,Never,0,Never,0,Rarely,1,Rarely,1,Rarely,1,Rarely,1,Rarely,1,Sometimes,2,Rarely,1,Never,0,Very frequently,3,Sometimes,2,8.0,9.0,5.0,10.0,Improve,1.0,I understand.,2,3,2,3,1,0,0,2,0,3,2,2,0,2,0,0,0,0,"(1.5496958129095917, 0.055399067744761894)","(2.446722015099132, 1.5562170435920974)","(2.79697173546077, -0.42498556932423026)","(1.5496958129095892, 0.05539906774476734)","(2.446722015099131, 1.5562170435920968)","(2.79697173546077, -0.42498556932423026)","(1.3477776879579555, 0.16174537208304765)","(0.31951114453236235, 2.4045041843411075)","(-1.5853525987480297, -1.1867765658639386)","(-1.599291975319107, -0.9353159277968656)","(-1.7669630161812386, 2.6249908325155267)","(-2.6133761557851947, 2.658184454948238)",34.922325,4.9353065
329,732,10/30/2022 14:37:28,17.0,Spotify,2,2.0,Yes,1.0,Yes,1.0,No,0.0,Rock,2,Yes,1,Yes,1.0,120.0,Very frequently,3,Rarely,1,Never,0,Sometimes,2,Never,0,Sometimes,2,Rarely,1,Never,0,Sometimes,2,Rarely,1,Rarely,1,Very frequently,3,Never,0,Rarely,1,Very frequently,3,Never,0,7.0,6.0,0.0,9.0,Improve,1.0,I understand.,2,3,2,0,1,0,0,2,0,1,2,2,2,2,0,0,3,1,"(0.1974273810892923, 0.03410542204218351)","(0.8054111344924202, 2.1683391524251037)","(0.8418792877563522, -1.609619981728366)","(0.1974273810892944, 0.0341054220421909)","(0.8054111344924201, 2.168339152425104)","(0.8418792877563522, -1.609619981728366)","(0.16958233781062815, 0.0474911727303524)","(-1.0068829479592185, 2.219383994662777)","(0.13009067078492667, -1.6812737820785046)","(-0.148080245360057, -0.13486184195717058)","(0.3012895838866619, 2.6376393232310282)","(0.2849874721690254, 2.6517776855732658)",37.68983,-3.1912153
330,734,11/03/2022 23:24,19.0,Other streaming service,5,6.0,Yes,1.0,No,0.0,Yes,1.0,Rap,11,Yes,1,No,0.0,120.0,Rarely,1,Sometimes,2,Sometimes,2,Rarely,1,Rarely,1,Very frequently,3,Rarely,1,Rarely,1,Rarely,1,Sometimes,2,Rarely,1,Sometimes,2,Sometimes,2,Sometimes,2,Rarely,1,Rarely,1,2.0,2.0,2.0,2.0,Improve,1.0,I understand.,2,0,3,0,2,1,0,1,2,3,1,1,0,3,2,0,3,1,"(1.037148478064133, -0.013426803727662553)","(-1.6335075845169766, 0.30776421967517303)","(-1.3166775819080891, -0.17989251599347345)","(1.0371484780641322, -0.013426803727658613)","(-1.6335075845169762, 0.3077642196751723)","(-1.3166775819080891, -0.17989251599347345)","(0.9059735121604957, 0.058049883197035176)","(-1.1176636300180165, -0.4441503670803233)","(0.9020314461708417, 0.2191460477310063)","(-1.0461847708817278, -0.5763956084459014)","(1.7530738428984871, -0.5260575003797231)","(1.4687424652011232, -1.1482355742320745)",-28.614077,-5.330287
331,97,8/28/2022 15:02:14,20.0,Spotify,2,3.0,No,0.0,No,0.0,Yes,1.0,EDM,8,Yes,1,Yes,1.0,121.0,Rarely,1,Sometimes,2,Very frequently,3,Never,0,Never,0,Sometimes,2,Never,0,Rarely,1,Never,0,Sometimes,2,Never,0,Sometimes,2,Never,0,Sometimes,2,Sometimes,2,Rarely,1,0.0,3.0,7.0,0.0,Improve,1.0,I understand.,0,0,3,2,2,1,3,3,3,0,1,1,3,3,2,0,3,1,"(-1.3420416592682898, 0.26177596934949)","(-1.3909757725382872, -0.985368105551234)","(-1.3068399393292163, 0.4478859199561856)","(-1.3420416592682933, 0.26177596934949426)","(-1.3909757725382874, -0.9853681055512367)","(-1.3068399393292163, 0.4478859199561856)","(-1.1914717280614524, 0.16781872633667275)","(-0.11405698015327437, -1.453755493465269)","(0.6385470851793622, 0.7772947269135321)","(1.9246761010229188, 0.3137471172438303)","(1.0917624538344854, -2.470726525937486)","(1.1201487657014446, -2.3390702760744424)",-20.516731,13.578869
332,537,09/02/2022 22:18,19.0,Spotify,2,3.0,Yes,1.0,No,0.0,No,0.0,Rock,2,No,0,No,0.0,121.0,Never,0,Very frequently,3,Never,0,Rarely,1,Sometimes,2,Never,0,Never,0,Never,0,Never,0,Never,0,Rarely,1,Very frequently,3,Never,0,Sometimes,2,Very frequently,3,Sometimes,2,10.0,8.0,6.0,2.0,No effect,0.0,I understand.,2,1,0,0,3,0,0,0,3,1,0,2,2,0,3,2,0,0,"(0.3725054588896066, 0.018907487204755196)","(1.6681567467063037, -0.7960857731885832)","(1.6577579307896495, -0.25422884767539466)","(0.372505458889608, 0.018907487204760424)","(1.6681567467063039, -0.7960857731885822)","(1.6577579307896495, -0.25422884767539466)","(0.32353126927620907, 0.044436705709684284)","(1.4648988583821914, 0.03816581304844431)","(-0.9386749345296256, -0.7054913396945967)","(-0.3210002790728713, -0.21113151275130518)","(-1.967929993257511, 0.06314901579110352)","(-1.6819742831934583, 0.6050778515538391)",17.32441,-6.1784487
333,613,09/12/2022 9:39,20.0,Spotify,2,1.0,Yes,1.0,No,0.0,No,0.0,Pop,10,Yes,1,No,0.0,121.0,Rarely,1,Never,0,Never,0,Very frequently,3,Never,0,Rarely,1,Rarely,1,Rarely,1,Never,0,Sometimes,2,Rarely,1,Very frequently,3,Rarely,1,Rarely,1,Very frequently,3,Never,0,3.0,2.0,3.0,0.0,Improve,1.0,I understand.,2,0,3,0,2,1,0,3,3,1,1,1,2,3,2,3,1,3,"(-0.09369848277683283, -0.003622392088995526)","(-1.5692107244282232, -0.3857392131780806)","(-1.5909367772645655, -0.4504932802029365)","(-0.09369848277682981, -0.0036223920889901728)","(-1.5692107244282227, -0.38573921317808096)","(-1.5909367772645655, -0.4504932802029365)","(-0.08146861220998772, -0.010050716349992668)","(-0.6161128797097724, -1.0141668280645963)","(1.1854698377717539, 0.056466988351277086)","(0.10939678277248235, 0.031508559359670424)","(1.3903912072012883, -0.9884556186456918)","(1.3146471143703282, -1.0944509042492947)",-24.026983,1.8701586
334,642,09/12/2022 23:16,30.0,Apple Music,1,3.0,Yes,1.0,No,0.0,No,0.0,EDM,8,Yes,1,Yes,1.0,121.0,Rarely,1,Never,0,Very frequently,3,Never,0,Rarely,1,Sometimes,2,Never,0,Very frequently,3,Never,0,Never,0,Rarely,1,Very frequently,3,Sometimes,2,Sometimes,2,Sometimes,2,Never,0,7.0,5.0,7.0,7.0,Improve,1.0,I understand.,2,3,2,0,1,0,2,2,0,1,2,2,2,2,0,3,1,3,"(0.1176167964050016, -0.23572046977795036)","(1.3897093091746784, 0.9569613872164898)","(1.2235474352959954, 0.2297831025577511)","(0.1176167964050037, -0.2357204697779539)","(1.3897093091746784, 0.9569613872164886)","(1.2235474352959954, 0.2297831025577511)","(0.12110765056426272, -0.22620766183516108)","(0.13242600576524105, 1.428712939073972)","(-0.8638923630303902, -0.14769275938744844)","(-0.10703185846258753, 0.2941040907756677)","(-1.0290630772335545, 1.6450051929609428)","(-0.8464850696161652, 1.6819817776314274)",23.364565,7.6158657
335,647,9/13/2022 2:17:14,21.0,YouTube Music,3,2.0,Yes,1.0,No,0.0,No,0.0,Pop,10,Yes,1,No,0.0,121.0,Sometimes,2,Never,0,Very frequently,3,Rarely,1,Never,0,Rarely,1,Rarely,1,Rarely,1,Sometimes,2,Rarely,1,Sometimes,2,Very frequently,3,Very frequently,3,Rarely,1,Sometimes,2,Sometimes,2,5.0,4.0,10.0,7.0,No effect,0.0,I understand.,2,3,2,0,1,0,0,2,0,1,2,2,2,2,0,3,1,3,"(0.10464594317212257, -0.027079446576125463)","(1.2567286473636399, 0.7426926219341337)","(1.1748950182485416, 0.06185296843014333)","(0.10464594317212488, -0.027079446576121373)","(1.2567286473636397, 0.7426926219341308)","(1.1748950182485416, 0.06185296843014333)","(0.09342810779966343, -0.019713055439905834)","(0.20214655309994134, 1.186209342718264)","(-0.7644595096026207, -0.28371866304999444)","(-0.09173836195532585, -0.04303878138617089)","(-1.1755320734431483, 2.2733220636603972)","(-0.7220087349041688, 2.484171399101114)",27.987642,5.88629
336,123,8/28/2022 16:58:35,17.0,Spotify,2,2.0,Yes,1.0,Yes,1.0,Yes,1.0,Hip hop,9,Yes,1,Yes,1.0,122.0,Rarely,1,Never,0,Sometimes,2,Sometimes,2,Never,0,Very frequently,3,Sometimes,2,Rarely,1,Rarely,1,Rarely,1,Very frequently,3,Rarely,1,Rarely,1,Very frequently,3,Very frequently,3,Never,0,10.0,7.0,4.0,2.0,Improve,1.0,I understand.,2,1,0,0,0,0,0,0,3,1,0,2,2,0,3,0,3,2,"(0.19723807797102919, 0.09691965352026055)","(1.1860579516535448, -0.45160292610668273)","(1.172906226644143, -0.7366726906050028)","(0.19723807797103116, 0.09691965352026774)","(1.1860579516535452, -0.4516029261066811)","(1.172906226644143, -0.7366726906050028)","(0.16449105503375064, 0.1099149836951781)","(0.9647123542305348, 0.12578384669533887)","(-0.4359318168748179, -0.996712851809285)","(-0.11065355950191029, -0.19667563899526394)","(-1.3967227461895817, 0.13079372039774464)","(-1.136374133978327, 0.4481878895008661)",8.05866,-4.3098245
337,137,8/28/2022 17:56:27,19.0,Spotify,2,3.0,Yes,1.0,Yes,1.0,No,0.0,Classical,12,Yes,1,No,0.0,122.0,Very frequently,3,Rarely,1,Never,0,Never,0,Never,0,Never,0,Never,0,Rarely,1,Never,0,Sometimes,2,Never,0,Very frequently,3,Never,0,Never,0,Rarely,1,Sometimes,2,3.0,3.0,1.0,2.0,Improve,1.0,I understand.,2,0,3,0,2,1,0,1,2,1,1,1,2,3,2,1,0,0,"(0.37241080733047505, 0.05031460294379372)","(-1.4011988599964782, 0.29565548543495823)","(-1.2744071563228507, -0.6295976763128656)","(0.3724108073304764, 0.050314602943798845)","(-1.4011988599964778, 0.29565548543495823)","(-1.2744071563228507, -0.6295976763128656)","(0.3209856278877703, 0.07564861119209713)","(-0.9799753045026922, -0.3536883299759053)","(1.0597518778269428, -0.19490980132270183)","(-0.30455616364661076, -0.24075100644662947)","(1.4355072272927458, -0.42856683069352997)","(1.1708279969580313, -0.7969434806451857)",-21.719337,0.441876
