,ID,Timestamp,Age,Primary streaming service,Primary streaming service Indicator,Hours per day,While working,While working Indicator,Instrumentalist,Instrumentalist Indicator,Composer,Composer Indicator,Fav genre,Fav genre Indicator,Exploratory,Exploratory Indicator,Foreign languages,Foreign languages Indicator,BPM,Frequency [Classical],Classical F Indicator,Frequency [Country],Country F Indicator,Frequency [EDM],EDM F Indicator,Frequency [Folk],Folk F Indicator,Frequency [Gospel],Gospel F Indicator,Frequency [Hip hop],Hip hop F Indicator,Frequency [Jazz],Jazz F Indicator,Frequency [K pop],K pop F Indicator,Frequency [Latin],Latin F Indicator,Frequency [Lofi],Lofi F Indicator,Frequency [Metal],Metal F Indicator,Frequency [Pop],Pop F Indicator,Frequency [R&B],R&B F Indicator,Frequency [Rap],Rap F Indicator,Frequency [Rock],Rock F Indicator,Frequency [Video game music],Video game music F Indicator,Anxiety,Depression,Insomnia,OCD,Music effects,Music Effects Number,Permissions,spec_cluster_habits,spec_cluster_mental,spec_cluster_all,prim_habits_cluster,prim_mental_cluster,prim_all_cluster,gmm_cluster_habits,gmm_cluster_mental,gmm_cluster_all,fcm_habits,fcm_mental,fcm_all,kmeans_habits,kmeans_mental,kmeans_all,spec_kmodes_habits,spec_kmodes_genre,spec_kmodes_all,SVD_habits,SVD_mental,SVD_all,PCA_habits,PCA_mental,PCA_all,ICA_habits,ICA_mental,ICA_all,MDS_habits,MDS_mental,MDS_all
353,439,8/31/2022 14:28:33,38.0,Apple Music,1,1.0,Yes,1.0,No,0.0,No,0.0,Video game music,3,No,0,No,0.0,125.0,Rarely,1,Never,0,Never,0,Never,0,Never,0,Rarely,1,Sometimes,2,Rarely,1,Rarely,1,Never,0,Rarely,1,Sometimes,2,Rarely,1,Rarely,1,Rarely,1,Very frequently,3,5.0,5.0,7.0,1.0,Worsen,-1.0,I understand.,1,2,7,1,3,8,1,5,5,4,3,3,2,4,1,8,0,1,"(np.float64(-0.5111676276245276), np.float64(-0.2946578587409109))","(np.float64(0.12323410129182967), np.float64(-0.8774804358076324))","(np.float64(-0.2667568050892135), np.float64(1.0315517524898317))","(np.float64(-0.5111676276245315), np.float64(-0.2946578587409022))","(np.float64(0.12323410129182912), np.float64(-0.8774804358076269))","(np.float64(-0.2667568050892135), np.float64(1.0315517524898317))","(np.float64(-0.42288982656511037), np.float64(-0.3280756958573606))","(np.float64(0.6579616457180887), np.float64(-0.7030435906349989))","(np.float64(-0.2549698165792049), np.float64(0.9987687163452047))","(np.float64(0.31001696036657195), np.float64(1.0788405230849858))","(np.float64(-0.5931132397147441), np.float64(-0.857775229187423))","(np.float64(-0.3359095004712359), np.float64(-1.0027061989815835))"
354,560,09/04/2022 2:32,25.0,Spotify,2,5.0,Yes,1.0,Yes,1.0,No,0.0,Rock,2,Yes,1,No,0.0,125.0,Sometimes,2,Sometimes,2,Rarely,1,Never,0,Never,0,Sometimes,2,Never,0,Rarely,1,Never,0,Rarely,1,Sometimes,2,Sometimes,2,Never,0,Sometimes,2,Very frequently,3,Sometimes,2,8.0,7.0,2.0,1.0,Improve,1.0,I understand.,2,6,2,2,7,0,2,6,3,0,0,3,0,3,5,4,6,3,"(np.float64(0.6761289181929534), np.float64(0.005029856829302869))","(np.float64(0.33806147980056606), np.float64(-0.5693237914463731))","(np.float64(0.4178707019759368), np.float64(0.01322613608748535))","(np.float64(0.6761289181929526), np.float64(0.005029856829303148))","(np.float64(0.33806147980056617), np.float64(-0.5693237914463801))","(np.float64(0.4178707019759368), np.float64(0.01322613608748535))","(np.float64(0.5895335551192301), np.float64(0.05154351580683787))","(np.float64(0.5708401181124095), np.float64(-0.3440394456748552))","(np.float64(-0.2682969979121793), np.float64(-0.10874871304059087))","(np.float64(-0.7149631631905788), np.float64(-0.48191455346739737))","(np.float64(-0.5621132035988727), np.float64(-0.39450958556987775))","(np.float64(-0.5908172869811003), np.float64(-0.15014178206454953))"
355,673,9/16/2022 21:55:32,21.0,Spotify,2,11.0,Yes,1.0,Yes,1.0,Yes,1.0,Metal,13,Yes,1,Yes,1.0,125.0,Rarely,1,Rarely,1,Sometimes,2,Rarely,1,Rarely,1,Very frequently,3,Sometimes,2,Rarely,1,Rarely,1,Very frequently,3,Very frequently,3,Very frequently,3,Sometimes,2,Very frequently,3,Very frequently,3,Very frequently,3,5.0,6.0,6.0,0.0,Improve,1.0,I understand.,2,2,3,3,3,1,2,1,1,5,3,6,6,4,0,0,1,9,"(np.float64(2.0979124397817808), np.float64(0.0957674907998939))","(np.float64(0.010066322541092361), np.float64(-1.2049189891414274))","(np.float64(0.5270731860731082), np.float64(1.1418860406908915))","(np.float64(2.0979124397817817), np.float64(0.09576749079989305))","(np.float64(0.010066322541091705), np.float64(-1.2049189891414243))","(np.float64(0.5270731860731082), np.float64(1.1418860406908915))","(np.float64(1.8229353467334517), np.float64(0.23960981539903636))","(np.float64(0.8147260854104938), np.float64(-1.0345173326495734))","(np.float64(-0.7995770967787506), np.float64(0.8683214800886749))","(np.float64(-2.2973397027356497), np.float64(-1.4155319391300158))","(np.float64(-0.5505553596526085), np.float64(-1.0416988419214364))","(np.float64(-2.369644241633657), np.float64(-1.5503663231028064))"
356,29,8/28/2022 5:16:30,17.0,Spotify,2,2.0,Yes,1.0,Yes,1.0,No,0.0,Pop,10,Yes,1,Yes,1.0,126.0,Never,0,Very frequently,3,Rarely,1,Rarely,1,Never,0,Never,0,Rarely,1,Sometimes,2,Very frequently,3,Rarely,1,Rarely,1,Very frequently,3,Rarely,1,Never,0,Sometimes,2,Sometimes,2,6.0,6.0,4.0,5.0,Improve,1.0,I understand.,2,0,0,2,2,6,0,0,2,4,5,2,0,6,7,0,9,4,"(np.float64(0.19685947173450133), np.float64(0.22254811647641976))","(np.float64(0.6301410115071037), np.float64(0.5261862414273439))","(np.float64(0.6556643891184314), np.float64(-0.6981641542293723))","(np.float64(0.19685947173450158), np.float64(0.22254811647641337))","(np.float64(0.6301410115071043), np.float64(0.5261862414273438))","(np.float64(0.6556643891184314), np.float64(-0.6981641542293723))","(np.float64(0.1543084894799962), np.float64(0.2347626056248285))","(np.float64(-0.0019120519378872324), np.float64(0.7273804409404538))","(np.float64(-0.12632542290208384), np.float64(-0.8130622583476034))","(np.float64(-0.042239170809525856), np.float64(-0.3075029444438768))","(np.float64(-0.4007550376412959), np.float64(0.7945315579863117))","(np.float64(-0.40855221452169077), np.float64(0.5940471862824213))"
357,55,8/28/2022 12:54:35,22.0,Spotify,2,4.0,Yes,1.0,No,0.0,Yes,1.0,Rock,2,Yes,1,Yes,1.0,126.0,Rarely,1,Never,0,Rarely,1,Sometimes,2,Never,0,Rarely,1,Rarely,1,Never,0,Never,0,Rarely,1,Sometimes,2,Very frequently,3,Sometimes,2,Rarely,1,Very frequently,3,Rarely,1,8.0,7.0,4.0,3.0,Improve,1.0,I understand.,2,6,7,2,7,0,0,6,4,0,0,2,0,6,5,1,8,7,"(np.float64(0.5240332338638847), np.float64(0.10619001923414663))","(np.float64(0.9267465961163558), np.float64(-0.17942592566612395))","(np.float64(0.9741808016148231), np.float64(-0.13753242949338707))","(np.float64(0.5240332338638843), np.float64(0.10619001923414446))","(np.float64(0.9267465961163561), np.float64(-0.1794259256661276))","(np.float64(0.9741808016148231), np.float64(-0.13753242949338707))","(np.float64(0.44889548803240353), np.float64(0.14162582720549924))","(np.float64(0.6373270238856811), np.float64(0.2478260170605951))","(np.float64(-0.5564748638840032), np.float64(-0.40397901720746593))","(np.float64(-0.44760658494476996), np.float64(-0.424458265033458))","(np.float64(-0.8778639269991774), np.float64(0.28834488973017663))","(np.float64(-0.8372725848520185), np.float64(0.3774943121913944))"
358,83,8/28/2022 14:18:22,22.0,Spotify,2,2.0,Yes,1.0,No,0.0,No,0.0,K pop,6,Yes,1,Yes,1.0,126.0,Never,0,Never,0,Very frequently,3,Never,0,Never,0,Sometimes,2,Never,0,Very frequently,3,Never,0,Never,0,Never,0,Sometimes,2,Never,0,Sometimes,2,Very frequently,3,Rarely,1,7.0,8.0,5.0,1.0,No effect,0.0,I understand.,2,6,7,2,3,0,0,6,4,4,3,2,0,0,5,1,7,5,"(np.float64(0.08100098878695475), np.float64(0.10680813602973281))","(np.float64(0.769026329739984), np.float64(-1.034187524731731))","(np.float64(0.6881831545220569), np.float64(-0.020494604769163902))","(np.float64(0.08100098878695405), np.float64(0.10680813602973005))","(np.float64(0.7690263297399836), np.float64(-1.0341875247317327))","(np.float64(0.6881831545220569), np.float64(-0.020494604769163902))","(np.float64(0.062297753701838356), np.float64(0.11174243855898999))","(np.float64(1.1233461893277805), np.float64(-0.5576605270730156))","(np.float64(-0.42452606625667266), np.float64(-0.21687469181163235))","(np.float64(0.011134506999029065), np.float64(-0.15714044949095018))","(np.float64(-1.1432587179685298), np.float64(-0.46945428908369385))","(np.float64(-0.9341220400251777), np.float64(-0.07172220089207346))"
359,108,8/28/2022 16:08:12,20.0,Spotify,2,2.0,Yes,1.0,Yes,1.0,No,0.0,Pop,10,Yes,1,No,0.0,126.0,Never,0,Never,0,Sometimes,2,Never,0,Never,0,Rarely,1,Never,0,Never,0,Never,0,Never,0,Never,0,Very frequently,3,Never,0,Rarely,1,Very frequently,3,Sometimes,2,7.0,4.0,6.0,5.0,Improve,1.0,I understand.,2,0,0,2,2,6,0,0,4,4,6,2,0,6,7,0,4,0,"(np.float64(0.12734438196597336), np.float64(0.1531041282084076))","(np.float64(0.7703114212745316), np.float64(0.5935565285607955))","(np.float64(0.7349741604530462), np.float64(-0.38350706491534153))","(np.float64(0.12734438196597306), np.float64(0.15310412820840338))","(np.float64(0.770311421274532), np.float64(0.5935565285607982))","(np.float64(0.7349741604530462), np.float64(-0.38350706491534153))","(np.float64(0.09910204801310149), np.float64(0.16095050538532538))","(np.float64(0.031020513199238316), np.float64(0.8463499754853505))","(np.float64(-0.30518055805991906), np.float64(-0.5547656657442515))","(np.float64(-0.015611758129233993), np.float64(-0.21905168015340198))","(np.float64(-0.5147256321586826), np.float64(1.0200131751894912))","(np.float64(-0.47094002809960006), np.float64(0.8197505820891641))"
360,122,8/28/2022 16:53:26,19.0,Apple Music,1,3.0,Yes,1.0,No,0.0,No,0.0,Rock,2,Yes,1,Yes,1.0,126.0,Never,0,Sometimes,2,Sometimes,2,Never,0,Never,0,Very frequently,3,Never,0,Never,0,Never,0,Rarely,1,Rarely,1,Rarely,1,Rarely,1,Sometimes,2,Very frequently,3,Sometimes,2,5.0,2.0,8.0,6.0,Improve,1.0,I understand.,2,5,0,2,2,4,0,0,0,4,6,2,0,6,1,1,3,7,"(np.float64(0.3720322010939477), np.float64(0.17594306589995187))","(np.float64(0.449574522568629), np.float64(0.9187195432504633))","(np.float64(0.5038870788525205), np.float64(-0.09754363228542094))","(np.float64(0.37203220109394775), np.float64(0.1759430658999472))","(np.float64(0.44957452256862945), np.float64(0.9187195432504729))","(np.float64(0.5038870788525205), np.float64(-0.09754363228542094))","(np.float64(0.3108030623340156), np.float64(0.20049623312174772))","(np.float64(-0.3662019907310841), np.float64(0.9873971441442654))","(np.float64(-0.2770095180641058), np.float64(-0.2325515297474704))","(np.float64(-0.24245482924776426), np.float64(-0.3549702738331348))","(np.float64(0.26820339067403043), np.float64(1.963026656256978))","(np.float64(0.04401513521111943), np.float64(1.7273049326851333))"
361,142,8/28/2022 18:08:44,16.0,Spotify,2,2.0,Yes,1.0,No,0.0,No,0.0,Rap,11,Yes,1,Yes,1.0,126.0,Very frequently,3,Never,0,Never,0,Never,0,Never,0,Very frequently,3,Never,0,Sometimes,2,Never,0,Rarely,1,Never,0,Very frequently,3,Very frequently,3,Very frequently,3,Never,0,Sometimes,2,1.0,8.0,0.0,0.0,No effect,0.0,I understand.,2,3,6,2,5,2,0,1,1,4,1,1,0,5,2,1,3,5,"(np.float64(0.22003116832401065), np.float64(0.24569611256575716))","(np.float64(-1.3367399773259627), np.float64(-0.8914556416514412))","(np.float64(-1.22426602380309), np.float64(-0.6040571481018435))","(np.float64(0.22003116832401107), np.float64(0.24569611256575002))","(np.float64(-1.336739977325963), np.float64(-0.8914556416514426))","(np.float64(-1.22426602380309), np.float64(-0.6040571481018435))","(np.float64(0.17271063663562775), np.float64(0.25936663903799617))","(np.float64(-0.14687291903963803), np.float64(-1.3492264299481087))","(np.float64(1.0177410239699711), np.float64(-0.1865537643554888))","(np.float64(-0.045238471426926774), np.float64(-0.3402007182755586))","(np.float64(0.760797718683693), np.float64(-2.467920203709489))","(np.float64(0.8279928684655531), np.float64(-2.364728364320216))"
362,224,8/28/2022 22:06:46,18.0,YouTube Music,3,12.0,Yes,1.0,No,0.32103825136612024,No,0.0,K pop,6,Yes,1,Yes,1.0,126.0,Never,0,Never,0,Never,0,Never,0,Never,0,Sometimes,2,Never,0,Very frequently,3,Sometimes,2,Never,0,Rarely,1,Very frequently,3,Sometimes,2,Sometimes,2,Rarely,1,Never,0,3.0,7.0,5.0,2.0,Improve,1.0,I understand.,2,2,3,3,5,1,2,0,0,5,3,2,6,4,0,5,7,5,"(np.float64(2.388849000529642), np.float64(0.19630953640915147))","(np.float64(-0.07465171107664557), np.float64(-0.6582894496161852))","(np.float64(0.5691861065181124), np.float64(0.9672868373712474))","(np.float64(2.3888490005296434), np.float64(0.19630953640914875))","(np.float64(-0.0746517110766458), np.float64(-0.6582894496161811))","(np.float64(0.5691861065181124), np.float64(0.9672868373712474))","(np.float64(2.068895013977191), np.float64(0.35957551544420696))","(np.float64(0.4004134889586994), np.float64(-0.6000064185633909))","(np.float64(-0.7545100441316781), np.float64(0.7001476480330805))","(np.float64(-2.5625964076108128), np.float64(-1.6378853326539071))","(np.float64(-0.31510254240868124), np.float64(-1.1387184326949902))","(np.float64(-2.739264428632875), np.float64(-1.7624818263506437))"
363,255,8/28/2022 23:54:34,15.0,I do not use a streaming service.,6,5.0,Yes,1.0,No,0.0,No,0.0,Rock,2,Yes,1,Yes,1.0,126.0,Rarely,1,Never,0,Very frequently,3,Rarely,1,Never,0,Never,0,Never,0,Never,0,Never,0,Sometimes,2,Rarely,1,Very frequently,3,Never,0,Never,0,Very frequently,3,Sometimes,2,10.0,6.0,0.0,4.0,Improve,1.0,I understand.,2,5,2,2,1,0,0,2,3,0,0,2,0,3,6,2,2,3,"(np.float64(0.9077512325289149), np.float64(0.26791693346171525))","(np.float64(0.6907962416253732), np.float64(0.7067642400319302))","(np.float64(0.9409811365563463), np.float64(-1.116948073309427))","(np.float64(0.907751232528916), np.float64(0.2679169334617083))","(np.float64(0.6907962416253739), np.float64(0.7067642400319187))","(np.float64(0.9409811365563463), np.float64(-1.116948073309427))","(np.float64(0.7710093852871069), np.float64(0.3287957554209277))","(np.float64(-0.08934446729307666), np.float64(0.9094213890777689))","(np.float64(-0.13417492546004398), np.float64(-1.2696125065903205))","(np.float64(-0.7579851698110013), np.float64(-0.7060131221826633))","(np.float64(0.019219873164319074), np.float64(1.6695468636617041))","(np.float64(-0.4859312918694248), np.float64(1.3927696773047962))"
364,394,8/29/2022 19:08:34,13.0,Other streaming service,5,4.0,Yes,1.0,Yes,1.0,Yes,1.0,Classical,12,Yes,1,No,0.0,126.0,Very frequently,3,Never,0,Sometimes,2,Rarely,1,Never,0,Never,0,Rarely,1,Rarely,1,Never,0,Never,0,Rarely,1,Very frequently,3,Never,0,Never,0,Sometimes,2,Sometimes,2,8.0,5.0,10.0,3.0,Improve,1.0,I understand.,2,2,7,2,3,0,0,6,4,4,6,2,0,0,5,4,5,0,"(np.float64(0.7325785031694685), np.float64(0.31452198403818316))","(np.float64(1.4671690842388447), np.float64(-0.550426364693475))","(np.float64(1.6260443204480348), np.float64(0.04866400201336649))","(np.float64(0.7325785031694698), np.float64(0.3145219840381744))","(np.float64(1.4671690842388447), np.float64(-0.5504263646934688))","(np.float64(1.6260443204480348), np.float64(0.04866400201336649))","(np.float64(0.6145148124330875), np.float64(0.3630621279240085))","(np.float64(1.1878470734454443), np.float64(0.16267696935415824))","(np.float64(-1.0428653233627645), np.float64(-0.42567392343051985))","(np.float64(-0.5589018444663495), np.float64(-0.6595894414082122))","(np.float64(-2.1933131198822715), np.float64(0.27813450006415835))","(np.float64(-2.1707445488472645), np.float64(0.6039559987215365))"
365,70,8/28/2022 13:57:47,36.0,I do not use a streaming service.,6,2.0,Yes,1.0,Yes,1.0,Yes,1.0,Rock,2,Yes,1,No,0.0,127.0,Sometimes,2,Rarely,1,Very frequently,3,Sometimes,2,Rarely,1,Rarely,1,Very frequently,3,Never,0,Never,0,Never,0,Very frequently,3,Sometimes,2,Rarely,1,Rarely,1,Very frequently,3,Sometimes,2,7.0,3.0,1.0,1.0,Improve,1.0,I understand.,1,7,2,1,1,7,2,4,2,4,1,4,2,1,6,4,6,2,"(np.float64(-0.24349741502530733), np.float64(-0.18585669348195222))","(np.float64(-0.738695598587006), np.float64(0.052247030763083034))","(np.float64(-0.9795330167660175), np.float64(0.15797143181690598))","(np.float64(-0.24349741502531053), np.float64(-0.18585669348194467))","(np.float64(-0.738695598587006), np.float64(0.05224703076307838))","(np.float64(-0.9795330167660175), np.float64(0.15797143181690598))","(np.float64(-0.1978779478654422), np.float64(-0.20150212374294496))","(np.float64(-0.4470504967126529), np.float64(-0.27580142783867806))","(np.float64(0.5514649165417167), np.float64(0.4237877175669913))","(np.float64(0.26923436418587054), np.float64(0.7175218314972288))","(np.float64(0.8329306860967619), np.float64(-0.008973473645537675))","(np.float64(1.0459825668248113), np.float64(-0.32734156429084793))"
366,481,09/01/2022 17:51,58.0,Other streaming service,5,3.0,Yes,1.0,No,0.0,No,0.0,Hip hop,9,Yes,1,Yes,1.0,127.0,Sometimes,2,Never,0,Sometimes,2,Rarely,1,Sometimes,2,Very frequently,3,Very frequently,3,Never,0,Sometimes,2,Very frequently,3,Never,0,Rarely,1,Very frequently,3,Sometimes,2,Sometimes,2,Never,0,4.0,6.0,8.0,1.0,Improve,1.0,I understand.,1,2,4,5,3,8,1,5,5,3,3,3,1,4,4,5,3,5,"(np.float64(-0.5317586174560471), np.float64(-0.6954216658451678))","(np.float64(0.2532749355856464), np.float64(-1.1303509424547595))","(np.float64(-0.3500674431692321), np.float64(2.6134699434191666))","(np.float64(-0.5317586174560542), np.float64(-0.6954216658451439))","(np.float64(0.25327493558564573), np.float64(-1.130350942454752))","(np.float64(-0.3500674431692321), np.float64(2.6134699434191666))","(np.float64(-0.40942631812405395), np.float64(-0.7278491645093796))","(np.float64(0.9002891053608448), np.float64(-0.8645876490331139))","(np.float64(-0.8509111505282139), np.float64(2.436419182180607))","(np.float64(-0.1835616367888144), np.float64(2.816981168378605))","(np.float64(-0.9469054587251752), np.float64(-1.3607262662515651))","(np.float64(-0.985245956623114), np.float64(-3.1840730178597862))"
367,521,09/02/2022 7:29,19.0,I do not use a streaming service.,6,1.0,Yes,1.0,Yes,1.0,No,0.0,Video game music,3,No,0,No,0.0,127.0,Very frequently,3,Never,0,Never,0,Rarely,1,Rarely,1,Sometimes,2,Sometimes,2,Rarely,1,Rarely,1,Very frequently,3,Never,0,Sometimes,2,Sometimes,2,Rarely,1,Rarely,1,Very frequently,3,7.0,5.0,7.0,0.0,Improve,1.0,I understand.,2,2,7,2,3,0,0,1,1,4,3,5,0,0,5,2,1,1,"(np.float64(-0.07109469554211394), np.float64(0.2079682984345765))","(np.float64(0.3825454568290187), np.float64(-1.1496574362481897))","(np.float64(0.2969786821364822), np.float64(-0.04614015950571691))","(np.float64(-0.07109469554211421), np.float64(0.20796829843457135))","(np.float64(0.3825454568290179), np.float64(-1.149657436248187))","(np.float64(0.2969786821364822), np.float64(-0.04614015950571691))","(np.float64(-0.07834031338498822), np.float64(0.20182474995765132))","(np.float64(0.9853469760629446), np.float64(-0.8250857610002602))","(np.float64(-0.16791428564870658), np.float64(-0.12691802839035915))","(np.float64(0.20267734659703587), np.float64(-0.19256803002875195))","(np.float64(-0.9794391236941656), np.float64(-0.850021879054721))","(np.float64(-0.7995258089462034), np.float64(-0.4635765789608852))"
368,51,8/28/2022 12:37:17,17.0,Apple Music,1,2.0,Yes,1.0,Yes,1.0,No,0.0,EDM,8,Yes,1,No,0.0,128.0,Never,0,Rarely,1,Very frequently,3,Never,0,Never,0,Rarely,1,Never,0,Never,0,Rarely,1,Rarely,1,Very frequently,3,Sometimes,2,Sometimes,2,Sometimes,2,Very frequently,3,Rarely,1,0.0,0.0,0.0,0.0,Improve,1.0,I understand.,2,4,1,2,8,2,0,1,1,4,4,1,0,5,2,0,7,0,"(np.float64(0.19667016861623804), np.float64(0.2853623479544967))","(np.float64(-2.987734165519364), np.float64(0.1540770490135818))","(np.float64(-2.823256543529398), np.float64(-0.6730941857262469))","(np.float64(0.19667016861623834), np.float64(0.2853623479544905))","(np.float64(-2.9877341655193645), np.float64(0.15407704901358654))","(np.float64(-2.823256543529398), np.float64(-0.6730941857262469))","(np.float64(0.14921720670311872), np.float64(0.2971864165896542))","(np.float64(-1.7697057983945559), np.float64(-1.1648628810245567))","(np.float64(2.051937112986133), np.float64(0.21310887733911063))","(np.float64(-0.011956011042273588), np.float64(-0.36104402777081307))","(np.float64(2.9026214244888267), np.float64(-1.1836371116264273))","(np.float64(2.4181269953880578), np.float64(-2.1328002635367502))"
369,118,8/28/2022 16:32:40,22.0,Spotify,2,1.0,No,0.0,No,0.0,Yes,1.0,EDM,8,Yes,1,No,0.0,128.0,Never,0,Never,0,Very frequently,3,Never,0,Rarely,1,Sometimes,2,Sometimes,2,Never,0,Never,0,Never,0,Never,0,Very frequently,3,Very frequently,3,Sometimes,2,Sometimes,2,Never,0,2.0,7.0,5.0,0.0,Improve,1.0,I understand.,0,3,6,0,5,2,5,1,1,1,3,4,3,4,1,3,7,5,"(np.float64(-1.832079858438163), np.float64(0.4359479041396701))","(np.float64(-0.5640087646829753), np.float64(-1.274564814919006))","(np.float64(-0.6551267691648331), np.float64(0.19955763398720014))","(np.float64(-1.832079858438158), np.float64(0.4359479041396666))","(np.float64(-0.5640087646829761), np.float64(-1.2745648149190012))","(np.float64(-0.6551267691648331), np.float64(0.19955763398720014))","(np.float64(-1.6326932464223507), np.float64(0.3072106092407196))","(np.float64(0.5413354560354506), np.float64(-1.3439134405501292))","(np.float64(0.3303416160736603), np.float64(0.3673489292988646))","(np.float64(2.1390234313620953), np.float64(0.34364262569850906))","(np.float64(-0.0808458073158141), np.float64(-1.8583714469153614))","(np.float64(0.01894295597057066), np.float64(-1.5967449301292767))"
370,126,8/28/2022 17:15:18,22.0,Spotify,2,10.0,No,0.0,Yes,1.0,Yes,1.0,EDM,8,No,0,Yes,1.0,128.0,Sometimes,2,Sometimes,2,Very frequently,3,Very frequently,3,Never,0,Never,0,Rarely,1,Never,0,Never,0,Never,0,Rarely,1,Never,0,Rarely,1,Never,0,Sometimes,2,Sometimes,2,4.0,7.0,7.0,3.0,Improve,1.0,I understand.,0,2,3,3,2,1,3,0,3,5,3,2,6,6,0,0,5,1,"(np.float64(0.16156524440802203), np.float64(0.43316637855953233))","(np.float64(0.5717488078401916), np.float64(-0.5549528571608346))","(np.float64(1.0001789004795951), np.float64(1.13304340571157))","(np.float64(0.16156524440802864), np.float64(0.4331663785595315))","(np.float64(0.5717488078401913), np.float64(-0.5549528571608289))","(np.float64(1.0001789004795951), np.float64(1.13304340571157))","(np.float64(0.1069965580651925), np.float64(0.4416858581500112))","(np.float64(0.6915159863542346), np.float64(-0.2301476624444452))","(np.float64(-1.0935767118229427), np.float64(0.7239150768508116))","(np.float64(2.224302708082382), np.float64(-1.9635374503477752))","(np.float64(-1.099160348180267), np.float64(-0.2914807305574142))","(np.float64(-2.615024720131881), np.float64(-0.690314178986534))"
371,179,8/28/2022 19:35:58,21.0,Spotify,2,5.0,Yes,1.0,Yes,1.0,Yes,1.0,Folk,14,Yes,1,Yes,1.0,128.0,Sometimes,2,Rarely,1,Never,0,Very frequently,3,Rarely,1,Rarely,1,Sometimes,2,Never,0,Rarely,1,Sometimes,2,Rarely,1,Very frequently,3,Sometimes,2,Rarely,1,Very frequently,3,Rarely,1,9.0,4.0,0.0,3.0,Improve,1.0,I understand.,2,5,2,2,1,0,2,2,3,0,5,3,0,1,6,0,8,9,"(np.float64(0.7685317498735957), np.float64(0.1918431884037679))","(np.float64(-0.01702982046017766), np.float64(0.65641366182569))","(np.float64(0.16063832854037552), np.float64(-0.6802771209672595))","(np.float64(0.7685317498735958), np.float64(0.19184318840376544))","(np.float64(-0.01702982046017701), np.float64(0.6564136618256811))","(np.float64(0.16063832854037552), np.float64(-0.6802771209672595))","(np.float64(0.6555052195764401), np.float64(0.24359536590674727))","(np.float64(-0.45028413827407865), np.float64(0.5585676312524769))","(np.float64(0.1777571002891429), np.float64(-0.6542490703094092))","(np.float64(-0.6576246417670641), np.float64(-0.6252613420180113))","(np.float64(0.5901123111513504), np.float64(1.0735120168436847))","(np.float64(0.2045148005855771), np.float64(0.4614880648267269))"
372,240,8/28/2022 22:53:43,25.0,Spotify,2,2.0,Yes,1.0,No,0.0,Yes,1.0,EDM,8,Yes,1,No,0.0,128.0,Rarely,1,Rarely,1,Very frequently,3,Rarely,1,Never,0,Sometimes,2,Sometimes,2,Sometimes,2,Never,0,Rarely,1,Very frequently,3,Very frequently,3,Rarely,1,Sometimes,2,Very frequently,3,Rarely,1,6.0,4.0,1.0,0.0,Improve,1.0,I understand.,2,7,2,1,1,7,2,1,1,4,1,4,0,1,6,4,1,6,"(np.float64(0.01129659590016347), np.float64(0.10017837923979758))","(np.float64(-0.9029973224510842), np.float64(-0.39557240877416855))","(np.float64(-0.9569990957594986), np.float64(-0.30263467020328677))","(np.float64(0.01129659590016233), np.float64(0.10017837923979717))","(np.float64(-0.9029973224510845), np.float64(-0.3955724087741726))","(np.float64(-0.9569990957594986), np.float64(-0.30263467020328677))","(np.float64(0.0020000294580662095), np.float64(0.10035414928431262))","(np.float64(-0.2379664899565327), np.float64(-0.7332782176045183))","(np.float64(0.7260690524104794), np.float64(0.005685259628796293))","(np.float64(0.11018264924990201), np.float64(-0.1245045369839773))","(np.float64(0.7125517526129415), np.float64(-0.5900642189071487))","(np.float64(0.6376030619729528), np.float64(-0.7149538652137548))"
373,335,8/29/2022 7:48:34,40.0,Spotify,2,6.0,Yes,1.0,No,0.0,No,0.0,Rock,2,Yes,1,Yes,1.0,128.0,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,Rarely,1,Sometimes,2,Sometimes,2,Never,0,Sometimes,2,Sometimes,2,Rarely,1,Sometimes,2,Sometimes,2,Sometimes,2,Very frequently,3,Rarely,1,10.0,7.0,3.0,3.0,No effect,0.0,I understand.,1,6,7,5,7,0,1,6,4,0,0,2,2,3,5,1,1,7,"(np.float64(0.5497856372113837), np.float64(-0.2482777956914357))","(np.float64(1.1794764941658382), np.float64(-0.04466076657832631))","(np.float64(1.0476174726364333), np.float64(0.9020289154742431))","(np.float64(0.5497856372113804), np.float64(-0.24827779569142386))","(np.float64(1.1794764941658389), np.float64(-0.04466076657833404))","(np.float64(1.0476174726364333), np.float64(0.9020289154742431))","(np.float64(0.4991632907847231), np.float64(-0.20893957462018442))","(np.float64(0.6877771955445581), np.float64(0.473793601063104))","(np.float64(-1.0287380834380213), np.float64(0.5037915537973794))","(np.float64(-0.8530104439365517), np.float64(1.339734259384142))","(np.float64(-1.1410371652993359), np.float64(0.6363302981465231))","(np.float64(-1.7422708734021641), np.float64(0.8619682182081141))"
